Key,Value
UC Berkeley (Haas),"(3, '0.019*""read"" + 0.019*""lot"" + 0.017*""want"" + 0.017*""year"" + 0.017*""program"" + 0.015*""go"" + 0.014*""get"" + 0.014*""student"" + 0.013*""people"" + 0.013*""admitted""')"
UC Berkeley (Haas),"(4, '0.024*""business"" + 0.023*""program"" + 0.021*""mit"" + 0.017*""probably"" + 0.016*""berkeley"" + 0.014*""university"" + 0.013*""graduate"" + 0.012*""engineering"" + 0.011*""public"" + 0.011*""degree""')"
UC Berkeley (Haas),"(5, '0.030*""berkeley"" + 0.018*""time"" + 0.017*""student"" + 0.016*""business"" + 0.016*""program"" + 0.013*""experience"" + 0.013*""school"" + 0.011*""professor"" + 0.010*""make"" + 0.010*""people""')"
UC Berkeley (Haas),"(6, '0.067*""rate"" + 0.064*""acceptance"" + 0.042*""business"" + 0.028*""berkeley"" + 0.024*""http"" + 0.023*""university"" + 0.020*""cornell"" + 0.016*""accepts"" + 0.014*""find"" + 0.014*""comparison""')"
UC Berkeley (Haas),"(7, '0.044*""ranking"" + 0.023*""top"" + 0.020*""http"" + 0.020*""people"" + 0.019*""care"" + 0.018*""business"" + 0.016*""brand"" + 0.015*""berkeley"" + 0.014*""get"" + 0.013*""program""')"
UC Berkeley (Haas),"(8, '0.022*""get"" + 0.012*""everyone"" + 0.012*""definitely"" + 0.011*""class"" + 0.010*""relatively"" + 0.009*""college"" + 0.009*""take"" + 0.009*""program"" + 0.009*""goal"" + 0.009*""student""')"
UC Berkeley (Haas),"(9, '0.059*""top"" + 0.040*""ranked"" + 0.039*""phd"" + 0.035*""undergrad"" + 0.034*""program"" + 0.028*""ten"" + 0.027*""went"" + 0.024*""graduate"" + 0.021*""back"" + 0.021*""news""')"
Cambridge (Judge),"(0, '0.022*""see"" + 0.019*""university"" + 0.018*""system"" + 0.017*""cambridge"" + 0.016*""ranking"" + 0.015*""top"" + 0.015*""getting"" + 0.014*""apply"" + 0.014*""whilst"" + 0.012*""faculty""')"
Cambridge (Judge),"(1, '0.025*""way"" + 0.025*""train"" + 0.020*""cambridge"" + 0.018*""get"" + 0.015*""le"" + 0.013*""direct"" + 0.013*""minute"" + 0.011*""load"" + 0.011*""present"" + 0.011*""college""')"
Cambridge (Judge),"(2, '0.018*""university"" + 0.016*""cambridge"" + 0.015*""graduate"" + 0.012*""want"" + 0.012*""degree"" + 0.011*""study"" + 0.011*""year"" + 0.010*""get"" + 0.010*""oxbridge"" + 0.009*""people""')"
Cambridge (Judge),"(3, '0.065*""cambridge"" + 0.018*""class"" + 0.014*""focus"" + 0.012*""year"" + 0.011*""think"" + 0.010*""applied"" + 0.010*""town"" + 0.010*""feel"" + 0.009*""already"" + 0.009*""culture""')"
Cambridge (Judge),"(4, '0.037*""cambridge"" + 0.025*""said"" + 0.017*""student"" + 0.017*""judge"" + 0.016*""review"" + 0.016*""school"" + 0.015*""alumnus"" + 0.015*""course"" + 0.015*""university"" + 0.014*""looking""')"
Cambridge (Judge),"(5, '0.048*""cambridge"" + 0.030*""university"" + 0.015*""feel"" + 0.013*""city"" + 0.012*""college"" + 0.009*""building"" + 0.009*""science"" + 0.008*""think"" + 0.008*""business"" + 0.007*""subject""')"
Cambridge (Judge),"(6, '0.057*""student"" + 0.016*""oxbridge"" + 0.016*""consulting"" + 0.015*""business"" + 0.014*""le"" + 0.012*""give"" + 0.010*""make"" + 0.010*""class"" + 0.009*""data"" + 0.009*""reason""')"
Cambridge (Judge),"(7, '0.043*""university"" + 0.026*""cambridge"" + 0.015*""world"" + 0.014*""program"" + 0.012*""prestige"" + 0.011*""say"" + 0.010*""best"" + 0.009*""career"" + 0.008*""answer"" + 0.008*""speaking""')"
Cambridge (Judge),"(8, '0.035*""cambridge"" + 0.023*""class"" + 0.017*""student"" + 0.016*""admission"" + 0.015*""company"" + 0.014*""get"" + 0.013*""table"" + 0.013*""university"" + 0.011*""school"" + 0.011*""requires""')"
Cambridge (Judge),"(9, '0.016*""grad"" + 0.012*""son"" + 0.011*""fair"" + 0.010*""seemed"" + 0.009*""comment"" + 0.005*""include"" + 0.005*""point"" + 0.005*""partly"" + 0.004*""smart"" + 0.004*""politics""')"
Chicago (Booth),"(0, '0.026*""gpa"" + 0.014*""chicago"" + 0.013*""program"" + 0.013*""world"" + 0.012*""score"" + 0.011*""business"" + 0.011*""school"" + 0.011*""question"" + 0.010*""know"" + 0.009*""low""')"
Chicago (Booth),"(1, '0.023*""school"" + 0.018*""bschool"" + 0.014*""go"" + 0.014*""question"" + 0.014*""best"" + 0.013*""top"" + 0.013*""get"" + 0.013*""undergrad"" + 0.013*""lot"" + 0.011*""class""')"
Chicago (Booth),"(2, '0.020*""business"" + 0.017*""want"" + 0.016*""early"" + 0.015*""top"" + 0.015*""school"" + 0.014*""looking"" + 0.014*""strong"" + 0.013*""work"" + 0.013*""program"" + 0.013*""startup""')"
Chicago (Booth),"(3, '0.017*""experience"" + 0.015*""class"" + 0.011*""want"" + 0.011*""also"" + 0.011*""student"" + 0.010*""company"" + 0.010*""finance"" + 0.009*""actually"" + 0.009*""people"" + 0.009*""take""')"
Chicago (Booth),"(4, '0.050*""business"" + 0.025*""year"" + 0.024*""ranking"" + 0.021*""chicago"" + 0.021*""http"" + 0.018*""side"" + 0.018*""ranked"" + 0.016*""faculty"" + 0.014*""world"" + 0.014*""news""')"
Chicago (Booth),"(5, '0.026*""job"" + 0.023*""degree"" + 0.015*""get"" + 0.015*""relationship"" + 0.013*""university"" + 0.013*""money"" + 0.012*""way"" + 0.012*""going"" + 0.011*""lot"" + 0.011*""cost""')"
Chicago (Booth),"(6, '0.041*""school"" + 0.021*""university"" + 0.020*""investment"" + 0.019*""program"" + 0.017*""top"" + 0.016*""network"" + 0.015*""student"" + 0.014*""work"" + 0.014*""cost"" + 0.013*""say""')"
Chicago (Booth),"(7, '0.017*""business"" + 0.011*""well"" + 0.011*""experience"" + 0.010*""work"" + 0.010*""skill"" + 0.010*""school"" + 0.009*""give"" + 0.009*""best"" + 0.009*""also"" + 0.009*""think""')"
Chicago (Booth),"(8, '0.016*""student"" + 0.013*""school"" + 0.012*""plan"" + 0.012*""business"" + 0.011*""ranking"" + 0.011*""late"" + 0.011*""number"" + 0.010*""time"" + 0.010*""park"" + 0.010*""program""')"
Chicago (Booth),"(9, '0.025*""career"" + 0.024*""program"" + 0.017*""university"" + 0.015*""pursue"" + 0.012*""question"" + 0.011*""want"" + 0.011*""people"" + 0.011*""business"" + 0.011*""say"" + 0.011*""important""')"
Northwestern (Kellogg),"(0, '0.021*""class"" + 0.016*""student"" + 0.015*""admission"" + 0.014*""school"" + 0.012*""ivy"" + 0.012*""league"" + 0.011*""program"" + 0.010*""get"" + 0.009*""top"" + 0.009*""recruit""')"
Northwestern (Kellogg),"(1, '0.054*""isb"" + 0.036*""compared"" + 0.020*""brand"" + 0.018*""well"" + 0.017*""way"" + 0.017*""benefit"" + 0.015*""diversity"" + 0.012*""globally"" + 0.011*""open"" + 0.011*""network""')"
Northwestern (Kellogg),"(2, '0.027*""want"" + 0.027*""program"" + 0.017*""experience"" + 0.016*""life"" + 0.014*""class"" + 0.013*""consider"" + 0.013*""recommend"" + 0.012*""internship"" + 0.012*""answer"" + 0.010*""get""')"
Northwestern (Kellogg),"(3, '0.021*""program"" + 0.020*""school"" + 0.019*""business"" + 0.014*""career"" + 0.014*""top"" + 0.013*""student"" + 0.012*""people"" + 0.010*""best"" + 0.010*""finance"" + 0.010*""get""')"
Northwestern (Kellogg),"(4, '0.023*""classmate"" + 0.020*""experience"" + 0.020*""thing"" + 0.018*""something"" + 0.018*""score"" + 0.015*""contribute"" + 0.015*""articulate"" + 0.015*""demonstrate"" + 0.013*""plan"" + 0.012*""process""')"
Northwestern (Kellogg),"(5, '0.034*""salary"" + 0.025*""business"" + 0.015*""level"" + 0.013*""top"" + 0.011*""tell"" + 0.011*""news"" + 0.010*""got"" + 0.010*""ranking"" + 0.010*""rated"" + 0.009*""institution""')"
Northwestern (Kellogg),"(6, '0.029*""class"" + 0.026*""accounting"" + 0.023*""financial"" + 0.022*""product"" + 0.015*""important"" + 0.015*""marketing"" + 0.015*""management"" + 0.015*""business"" + 0.015*""tech"" + 0.015*""strategy""')"
Northwestern (Kellogg),"(7, '0.038*""alumnus"" + 0.021*""firm"" + 0.019*""career"" + 0.016*""experience"" + 0.014*""tech"" + 0.014*""school"" + 0.013*""student"" + 0.012*""possible"" + 0.012*""well"" + 0.012*""management""')"
Northwestern (Kellogg),"(8, '0.018*""strong"" + 0.016*""class"" + 0.014*""marketing"" + 0.013*""industry"" + 0.013*""mit"" + 0.012*""skill"" + 0.012*""strategy"" + 0.011*""program"" + 0.011*""getting"" + 0.011*""chance""')"
Northwestern (Kellogg),"(9, '0.049*""class"" + 0.027*""vc"" + 0.020*""consider"" + 0.015*""issue"" + 0.014*""growing"" + 0.014*""negotiation"" + 0.014*""completely"" + 0.013*""take"" + 0.012*""asked"" + 0.012*""product""')"
UCLA (Anderson),"(0, '0.021*""show"" + 0.021*""application"" + 0.018*""story"" + 0.017*""initiative"" + 0.015*""school"" + 0.014*""music"" + 0.012*""tip"" + 0.012*""third"" + 0.012*""write"" + 0.011*""great""')"
UCLA (Anderson),"(1, '0.026*""student"" + 0.019*""research"" + 0.018*""professor"" + 0.017*""year"" + 0.016*""university"" + 0.011*""program"" + 0.010*""rate"" + 0.009*""well"" + 0.009*""time"" + 0.009*""area""')"
UCLA (Anderson),"(2, '0.015*""people"" + 0.015*""get"" + 0.010*""life"" + 0.010*""want"" + 0.010*""essay"" + 0.009*""round"" + 0.008*""college"" + 0.008*""experience"" + 0.008*""campus"" + 0.008*""time""')"
UCLA (Anderson),"(3, '0.036*""study"" + 0.025*""maybe"" + 0.020*""program"" + 0.020*""considered"" + 0.019*""apply"" + 0.019*""equally"" + 0.017*""http"" + 0.014*""alumnus"" + 0.014*""read"" + 0.013*""even""')"
UCLA (Anderson),"(4, '0.016*""student"" + 0.014*""grade"" + 0.012*""know"" + 0.011*""go"" + 0.011*""professor"" + 0.010*""say"" + 0.010*""city"" + 0.009*""also"" + 0.009*""state"" + 0.009*""went""')"
UCLA (Anderson),"(5, '0.024*""university"" + 0.017*""academically"" + 0.016*""education"" + 0.016*""go"" + 0.016*""engineering"" + 0.015*""degree"" + 0.015*""work"" + 0.013*""effect"" + 0.012*""public"" + 0.011*""offer""')"
UCLA (Anderson),"(6, '0.033*""http"" + 0.032*""ranking"" + 0.029*""compared"" + 0.025*""university"" + 0.022*""line"" + 0.022*""draw"" + 0.019*""top"" + 0.016*""find"" + 0.014*""respectively"" + 0.014*""stack""')"
UCLA (Anderson),"(7, '0.015*""class"" + 0.015*""school"" + 0.014*""student"" + 0.013*""get"" + 0.013*""program"" + 0.012*""princeton"" + 0.011*""business"" + 0.011*""university"" + 0.010*""graduate"" + 0.007*""think""')"
UCLA (Anderson),"(8, '0.016*""faculty"" + 0.014*""princeton"" + 0.014*""young"" + 0.012*""university"" + 0.011*""school"" + 0.010*""science"" + 0.009*""becoming"" + 0.009*""offer"" + 0.009*""degree"" + 0.008*""biggest""')"
UCLA (Anderson),"(9, '0.030*""business"" + 0.023*""strong"" + 0.023*""course"" + 0.023*""entrepreneurial"" + 0.022*""network"" + 0.021*""highest"" + 0.016*""program"" + 0.015*""looking"" + 0.015*""attended"" + 0.013*""advantage""')"
Oxford (Said),"(0, '0.031*""cambridge"" + 0.015*""feel"" + 0.014*""university"" + 0.014*""building"" + 0.014*""think"" + 0.010*""question"" + 0.010*""said"" + 0.010*""ancient"" + 0.009*""email"" + 0.009*""received""')"
Oxford (Said),"(1, '0.015*""school"" + 0.013*""student"" + 0.012*""best"" + 0.012*""finance"" + 0.011*""business"" + 0.009*""mba"" + 0.008*""well"" + 0.008*""question"" + 0.008*""also"" + 0.008*""ranking""')"
Oxford (Said),"(2, '0.019*""business"" + 0.016*""best"" + 0.015*""world"" + 0.012*""program"" + 0.012*""university"" + 0.011*""people"" + 0.008*""student"" + 0.008*""study"" + 0.008*""place"" + 0.007*""job""')"
Oxford (Said),"(3, '0.037*""cambridge"" + 0.021*""class"" + 0.012*""school"" + 0.011*""admission"" + 0.011*""come"" + 0.010*""student"" + 0.009*""year"" + 0.009*""requires"" + 0.009*""think"" + 0.008*""consulting""')"
Oxford (Said),"(4, '0.014*""program"" + 0.011*""school"" + 0.010*""help"" + 0.010*""business"" + 0.010*""score"" + 0.009*""applicant"" + 0.009*""gmat"" + 0.009*""experience"" + 0.009*""career"" + 0.009*""application""')"
Oxford (Said),"(5, '0.028*""cambridge"" + 0.019*""said"" + 0.018*""student"" + 0.017*""work"" + 0.016*""experience"" + 0.016*""job"" + 0.014*""course"" + 0.013*""university"" + 0.012*""rate"" + 0.012*""judge""')"
Oxford (Said),"(6, '0.015*""university"" + 0.013*""business"" + 0.011*""experience"" + 0.011*""alumnus"" + 0.010*""people"" + 0.010*""work"" + 0.009*""brand"" + 0.009*""application"" + 0.009*""really"" + 0.009*""great""')"
Oxford (Said),"(7, '0.036*""cambridge"" + 0.025*""student"" + 0.014*""business"" + 0.012*""consulting"" + 0.012*""university"" + 0.011*""alumnus"" + 0.010*""class"" + 0.009*""see"" + 0.009*""oxbridge"" + 0.009*""network""')"
Oxford (Said),"(8, '0.035*""university"" + 0.015*""ranking"" + 0.014*""college"" + 0.013*""school"" + 0.013*""people"" + 0.012*""job"" + 0.011*""difference"" + 0.011*""consider"" + 0.010*""top"" + 0.010*""get""')"
Oxford (Said),"(9, '0.026*""college"" + 0.015*""cambridge"" + 0.010*""student"" + 0.008*""want"" + 0.008*""work"" + 0.008*""year"" + 0.008*""time"" + 0.007*""university"" + 0.007*""best"" + 0.007*""people""')"
Esade Business School,"(0, '0.025*""undergrad"" + 0.023*""world"" + 0.020*""program"" + 0.018*""top"" + 0.016*""french"" + 0.013*""ranking"" + 0.013*""network"" + 0.012*""year"" + 0.010*""comment"" + 0.010*""get""')"
Esade Business School,"(1, '0.019*""http"" + 0.015*""france"" + 0.015*""program"" + 0.015*""student"" + 0.015*""rate"" + 0.014*""fee"" + 0.013*""expense"" + 0.011*""evaluate"" + 0.011*""includes"" + 0.011*""business""')"
Esade Business School,"(2, '0.033*""business"" + 0.025*""eae"" + 0.014*""campus"" + 0.013*""student"" + 0.013*""program"" + 0.012*""management"" + 0.012*""people"" + 0.012*""master"" + 0.011*""university"" + 0.011*""say""')"
Esade Business School,"(3, '0.030*""guidance"" + 0.023*""school"" + 0.020*""program"" + 0.018*""best"" + 0.015*""please"" + 0.013*""rather"" + 0.013*""answer"" + 0.013*""etc"" + 0.012*""get"" + 0.011*""luck""')"
Esade Business School,"(4, '0.027*""college"" + 0.021*""student"" + 0.019*""ireland"" + 0.015*""business"" + 0.014*""graduate"" + 0.014*""db"" + 0.013*""job"" + 0.012*""firm"" + 0.011*""manager"" + 0.008*""bank""')"
Esade Business School,"(5, '0.030*""university"" + 0.029*""try"" + 0.025*""business"" + 0.021*""professor"" + 0.020*""course"" + 0.019*""product"" + 0.018*""preparation"" + 0.017*""model"" + 0.017*""follows"" + 0.017*""religious""')"
Esade Business School,"(6, '0.038*""business"" + 0.023*""student"" + 0.022*""program"" + 0.013*""education"" + 0.012*""master"" + 0.011*""project"" + 0.011*""career"" + 0.011*""opportunity"" + 0.011*""skill"" + 0.010*""spain""')"
Esade Business School,"(7, '0.023*""school"" + 0.022*""best"" + 0.022*""business"" + 0.016*""answer"" + 0.016*""spain"" + 0.014*""go"" + 0.013*""lot"" + 0.012*""student"" + 0.011*""want"" + 0.011*""thing""')"
Esade Business School,"(8, '0.023*""program"" + 0.020*""dublin"" + 0.016*""career"" + 0.015*""school"" + 0.014*""best"" + 0.013*""business"" + 0.012*""db"" + 0.010*""value"" + 0.010*""course"" + 0.009*""job""')"
Esade Business School,"(9, '0.068*""paris"" + 0.020*""top"" + 0.017*""europe"" + 0.016*""networking"" + 0.014*""east"" + 0.014*""also"" + 0.013*""industry"" + 0.012*""school"" + 0.012*""admission"" + 0.011*""alumnus""')"
Yale School of Management,"(0, '0.017*""business"" + 0.014*""program"" + 0.012*""student"" + 0.011*""top"" + 0.011*""score"" + 0.011*""career"" + 0.008*""network"" + 0.008*""school"" + 0.008*""also"" + 0.008*""year""')"
Yale School of Management,"(1, '0.021*""school"" + 0.015*""company"" + 0.014*""people"" + 0.014*""want"" + 0.012*""experience"" + 0.011*""graduate"" + 0.011*""work"" + 0.011*""graduation"" + 0.010*""know"" + 0.010*""yes""')"
Yale School of Management,"(2, '0.016*""get"" + 0.015*""people"" + 0.014*""student"" + 0.012*""going"" + 0.010*""simply"" + 0.010*""financial"" + 0.009*""network"" + 0.008*""make"" + 0.008*""go"" + 0.008*""think""')"
Yale School of Management,"(3, '0.032*""college"" + 0.023*""need"" + 0.020*""get"" + 0.019*""work"" + 0.015*""well"" + 0.013*""princeton"" + 0.013*""school"" + 0.012*""mit"" + 0.012*""ago"" + 0.012*""majority""')"
Yale School of Management,"(4, '0.036*""university"" + 0.021*""student"" + 0.014*""campus"" + 0.011*""program"" + 0.009*""facility"" + 0.008*""course"" + 0.008*""cambridge"" + 0.007*""world"" + 0.007*""institution"" + 0.006*""city""')"
Yale School of Management,"(5, '0.022*""male"" + 0.020*""venture"" + 0.015*""capital"" + 0.010*""founder"" + 0.009*""top"" + 0.009*""largest"" + 0.009*""company"" + 0.009*""business"" + 0.008*""year"" + 0.007*""california""')"
Yale School of Management,"(6, '0.009*""connection"" + 0.007*""rich"" + 0.007*""heavily"" + 0.006*""fundraising"" + 0.006*""decide"" + 0.006*""teaching"" + 0.006*""looking"" + 0.006*""concern"" + 0.006*""tuition"" + 0.005*""brand""')"
Yale School of Management,"(7, '0.020*""class"" + 0.010*""pay"" + 0.009*""core"" + 0.009*""student"" + 0.009*""professor"" + 0.008*""institute"" + 0.007*""opportunity"" + 0.007*""still"" + 0.006*""already"" + 0.006*""value""')"
Yale School of Management,"(8, '0.036*""high"" + 0.026*""school"" + 0.023*""applicant"" + 0.022*""kid"" + 0.021*""admission"" + 0.019*""university"" + 0.017*""best"" + 0.016*""applying"" + 0.015*""well"" + 0.013*""get""')"
Yale School of Management,"(9, '0.024*""business"" + 0.017*""program"" + 0.017*""management"" + 0.016*""college"" + 0.014*""som"" + 0.011*""study"" + 0.010*""really"" + 0.010*""get"" + 0.009*""say"" + 0.009*""degree""')"
NYU (Stern),"(0, '0.019*""think"" + 0.013*""friend"" + 0.011*""decide"" + 0.010*""center"" + 0.008*""absolutely"" + 0.008*""traditional"" + 0.008*""actually"" + 0.008*""firm"" + 0.008*""felt"" + 0.008*""stuff""')"
NYU (Stern),"(1, '0.015*""get"" + 0.013*""work"" + 0.013*""program"" + 0.011*""experience"" + 0.010*""want"" + 0.010*""cornell"" + 0.009*""course"" + 0.009*""school"" + 0.009*""research"" + 0.009*""best""')"
NYU (Stern),"(2, '0.004*""yo"" + 0.002*""imagined"" + 0.000*""attainable"" + 0.000*""grade"" + 0.000*""class"" + 0.000*""preparation"" + 0.000*""work"" + 0.000*""discover"" + 0.000*""wonderful"" + 0.000*""socialize""')"
NYU (Stern),"(3, '0.020*""business"" + 0.018*""finance"" + 0.016*""mit"" + 0.014*""school"" + 0.014*""cornell"" + 0.013*""best"" + 0.010*""number"" + 0.010*""alumnus"" + 0.009*""ivy"" + 0.009*""v""')"
NYU (Stern),"(4, '0.016*""university"" + 0.014*""think"" + 0.012*""getting"" + 0.012*""exam"" + 0.012*""class"" + 0.012*""student"" + 0.011*""also"" + 0.010*""score"" + 0.010*""top"" + 0.009*""gmat""')"
NYU (Stern),"(5, '0.015*""business"" + 0.014*""job"" + 0.012*""time"" + 0.012*""year"" + 0.012*""help"" + 0.012*""management"" + 0.010*""career"" + 0.010*""get"" + 0.009*""engineering"" + 0.009*""degree""')"
NYU (Stern),"(6, '0.042*""university"" + 0.040*""http"" + 0.018*""thought"" + 0.015*""matter"" + 0.015*""ranking"" + 0.013*""project"" + 0.012*""prestigious"" + 0.012*""get"" + 0.012*""requirement"" + 0.011*""study""')"
NYU (Stern),"(7, '0.025*""program"" + 0.014*""student"" + 0.011*""know"" + 0.010*""people"" + 0.010*""want"" + 0.009*""really"" + 0.009*""business"" + 0.008*""level"" + 0.008*""school"" + 0.008*""investment""')"
NYU (Stern),"(8, '0.038*""phd"" + 0.030*""institute"" + 0.026*""construction"" + 0.013*""diploma"" + 0.012*""civil"" + 0.011*""industrial"" + 0.010*""programme"" + 0.008*""pune"" + 0.007*""decidedly"" + 0.007*""interviewed""')"
NYU (Stern),"(9, '0.025*""nothing"" + 0.023*""class"" + 0.012*""impact"" + 0.010*""letter"" + 0.010*""learned"" + 0.009*""role"" + 0.008*""application"" + 0.008*""admission"" + 0.008*""technical"" + 0.007*""recommendation""')"
Michigan (Ross),"(0, '0.054*""program"" + 0.018*""career"" + 0.016*""great"" + 0.013*""looking"" + 0.013*""want"" + 0.010*""make"" + 0.010*""last"" + 0.009*""choice"" + 0.008*""factor"" + 0.008*""placement""')"
Michigan (Ross),"(1, '0.024*""program"" + 0.015*""entrepreneurship"" + 0.014*""student"" + 0.014*""business"" + 0.013*""help"" + 0.010*""go"" + 0.009*""say"" + 0.009*""everyone"" + 0.009*""fund"" + 0.009*""sport""')"
Michigan (Ross),"(2, '0.013*""experience"" + 0.011*""get"" + 0.011*""application"" + 0.010*""lot"" + 0.009*""program"" + 0.009*""school"" + 0.009*""also"" + 0.008*""take"" + 0.008*""business"" + 0.008*""think""')"
Michigan (Ross),"(3, '0.026*""graduate"" + 0.023*""university"" + 0.017*""operation"" + 0.016*""program"" + 0.015*""management"" + 0.015*""degree"" + 0.012*""offer"" + 0.011*""country"" + 0.011*""salary"" + 0.011*""ranked""')"
Michigan (Ross),"(4, '0.033*""chain"" + 0.030*""supply"" + 0.024*""management"" + 0.015*""scm"" + 0.013*""business"" + 0.013*""logistics"" + 0.011*""high"" + 0.009*""course"" + 0.009*""msu"" + 0.009*""degree""')"
Michigan (Ross),"(5, '0.027*""time"" + 0.024*""student"" + 0.018*""percent"" + 0.016*""get"" + 0.015*""indian"" + 0.014*""top"" + 0.014*""school"" + 0.012*""b"" + 0.012*""acceptance"" + 0.012*""rate""')"
Michigan (Ross),"(6, '0.010*""open"" + 0.009*""powerful"" + 0.008*""tuition"" + 0.008*""connection"" + 0.008*""hub"" + 0.008*""likelihood"" + 0.007*""rich"" + 0.007*""fellowship"" + 0.006*""concern"" + 0.005*""sole""')"
Michigan (Ross),"(7, '0.016*""student"" + 0.013*""program"" + 0.012*""people"" + 0.011*""business"" + 0.009*""class"" + 0.009*""work"" + 0.008*""top"" + 0.008*""job"" + 0.007*""part"" + 0.006*""company""')"
Michigan (Ross),"(8, '0.016*""school"" + 0.016*""year"" + 0.016*""get"" + 0.011*""list"" + 0.011*""goal"" + 0.011*""best"" + 0.011*""consulting"" + 0.011*""post"" + 0.010*""policy"" + 0.009*""know""')"
Michigan (Ross),"(9, '0.024*""gmat"" + 0.023*""really"" + 0.019*""score"" + 0.018*""make"" + 0.016*""something"" + 0.016*""get"" + 0.015*""application"" + 0.013*""resume"" + 0.012*""essay"" + 0.011*""admission""')"
SDA Bocconi,"(0, '0.017*""program"" + 0.016*""class"" + 0.012*""get"" + 0.009*""making"" + 0.008*""take"" + 0.007*""learning"" + 0.007*""day"" + 0.006*""experience"" + 0.006*""college"" + 0.006*""older""')"
SDA Bocconi,"(1, '0.028*""choosing"" + 0.022*""family"" + 0.016*""deciding"" + 0.015*""factor"" + 0.013*""look"" + 0.008*""choice"" + 0.008*""choose"" + 0.007*""know"" + 0.007*""well"" + 0.007*""great""')"
SDA Bocconi,"(2, '0.026*""program"" + 0.019*""management"" + 0.012*""master"" + 0.011*""business"" + 0.011*""student"" + 0.010*""center"" + 0.010*""research"" + 0.010*""well"" + 0.008*""professional"" + 0.007*""designed""')"
SDA Bocconi,"(3, '0.025*""associate"" + 0.024*""manager"" + 0.014*""consultant"" + 0.011*""trainee"" + 0.008*""brand"" + 0.008*""got"" + 0.007*""going"" + 0.007*""sale"" + 0.007*""fmcg"" + 0.007*""start""')"
SDA Bocconi,"(4, '0.018*""college"" + 0.017*""student"" + 0.010*""business"" + 0.009*""course"" + 0.008*""job"" + 0.008*""get"" + 0.007*""kj"" + 0.007*""visit"" + 0.007*""give"" + 0.007*""somaiya""')"
SDA Bocconi,"(5, '0.021*""marketing"" + 0.015*""role"" + 0.015*""business"" + 0.013*""management"" + 0.011*""student"" + 0.009*""master"" + 0.009*""nykaa"" + 0.009*""placement"" + 0.008*""university"" + 0.008*""course""')"
SDA Bocconi,"(6, '0.008*""get"" + 0.008*""want"" + 0.007*""make"" + 0.007*""student"" + 0.007*""lakh"" + 0.006*""life"" + 0.006*""scholarship"" + 0.006*""time"" + 0.006*""university"" + 0.006*""percentile""')"
SDA Bocconi,"(7, '0.024*""student"" + 0.022*""college"" + 0.011*""placement"" + 0.011*""faculty"" + 0.010*""company"" + 0.010*""center"" + 0.010*""milan"" + 0.010*""experience"" + 0.009*""campus"" + 0.008*""also""')"
SDA Bocconi,"(8, '0.013*""student"" + 0.010*""placement"" + 0.009*""organised"" + 0.009*""peer"" + 0.009*""guest"" + 0.009*""club"" + 0.009*""lecture"" + 0.007*""rule"" + 0.007*""committee"" + 0.006*""day""')"
SDA Bocconi,"(9, '0.020*""placement"" + 0.019*""student"" + 0.017*""program"" + 0.014*""offer"" + 0.013*""internship"" + 0.013*""great"" + 0.011*""italy"" + 0.011*""mumbai"" + 0.011*""centre"" + 0.010*""lac""')"
Duke (Fuqua),"(0, '0.010*""case"" + 0.009*""problem"" + 0.008*""time"" + 0.007*""join"" + 0.007*""student"" + 0.007*""place"" + 0.007*""go"" + 0.006*""like"" + 0.006*""office"" + 0.006*""people""')"
Duke (Fuqua),"(1, '0.043*""program"" + 0.015*""school"" + 0.014*""student"" + 0.012*""year"" + 0.011*""career"" + 0.011*""also"" + 0.010*""want"" + 0.010*""http"" + 0.009*""ranking"" + 0.009*""experience""')"
Duke (Fuqua),"(2, '0.056*""management"" + 0.021*""institute"" + 0.018*""executive"" + 0.015*""specialization"" + 0.015*""marketing"" + 0.013*""university"" + 0.012*""year"" + 0.011*""program"" + 0.010*""business"" + 0.010*""degree""')"
Duke (Fuqua),"(3, '0.031*""executive"" + 0.028*""program"" + 0.019*""top"" + 0.017*""class"" + 0.016*""exam"" + 0.015*""globally"" + 0.015*""education"" + 0.013*""business"" + 0.011*""cat"" + 0.011*""level""')"
Duke (Fuqua),"(4, '0.023*""job"" + 0.019*""want"" + 0.015*""get"" + 0.014*""student"" + 0.013*""people"" + 0.013*""go"" + 0.012*""college"" + 0.012*""business"" + 0.011*""think"" + 0.010*""money""')"
Duke (Fuqua),"(5, '0.034*""public"" + 0.025*""sector"" + 0.015*""lakh"" + 0.014*""government"" + 0.009*""salary"" + 0.009*""http"" + 0.009*""isb"" + 0.009*""upper"" + 0.009*""best"" + 0.008*""successfully""')"
Duke (Fuqua),"(6, '0.022*""business"" + 0.015*""life"" + 0.013*""career"" + 0.012*""skill"" + 0.011*""research"" + 0.010*""course"" + 0.010*""professional"" + 0.008*""learn"" + 0.008*""program"" + 0.008*""area""')"
Duke (Fuqua),"(7, '0.021*""people"" + 0.020*""professor"" + 0.017*""opus"" + 0.017*""dei"" + 0.011*""department"" + 0.009*""group"" + 0.009*""met"" + 0.009*""religious"" + 0.008*""student"" + 0.008*""business""')"
Duke (Fuqua),"(8, '0.025*""regard"" + 0.013*""night"" + 0.012*""moved"" + 0.012*""semester"" + 0.009*""people"" + 0.009*""difficulty"" + 0.008*""whole"" + 0.008*""sleep"" + 0.006*""feasible"" + 0.006*""tell""')"
